"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1202;26,99;17,76;0,7;8,91;0,346
1132;46,21;22,6;0,7;15,15;0,714
1202;26,99;17,76;1,3;8,59;0,274
1132;46,21;22,6;1,3;14,71;0,691
1132;46,21;22,6;2,5;14,36;0,587
1202;26,99;17,76;2,5;8,21;0,232
1202;26,99;17,76;3,7;7,8;0,182
1132;46,21;22,6;3,7;14,01;0,455
1132;46,21;22,6;4,9;13,31;0,484
1202;26,99;17,76;4,9;7,38;0,21
1132;46,21;22,6;6,1;12,8;0,349
1202;26,99;17,76;6,1;7,1;0,232
1202;26,99;17,76;7,3;6,84;0,189
1132;46,21;22,6;7,3;12,25;0,402
1202;26,99;17,76;8,5;6,24;0,149
1132;46,21;22,6;8,5;11,55;0,3
1202;26,99;17,76;9,7;5,63;0,143
1132;46,21;22,6;9,7;11,08;0,311
1132;46,21;22,6;10,9;10,47;0,291
1202;26,99;17,76;10,9;4,87;0,172
1202;26,99;17,76;12,1;4,42;0,105
1132;46,21;22,6;12,1;9,87;0,28
1132;46,21;22,6;13,3;9,68;0,265
1202;26,99;17,76;13,3;3,76;0,098
1202;26,99;17,76;14,5;3,18;0,105
1132;46,21;22,6;14,5;9,07;0,309
1132;46,21;22,6;15,7;7,83;0,26
1202;26,99;17,76;15,7;2,39;0,095
1132;46,21;22,6;16,9;6,84;0,258
1202;26,99;17,76;16,9;1,4;0,084
1202;26,99;17,76;17,1;0,89;0,055
1132;46,21;22,6;18,1;6,18;0,267
1132;46,21;22,6;19,3;4,97;0,22
1132;46,21;22,6;20,5;3,79;0,22
1132;46,21;22,6;21,7;1,88;0,137
1132;46,21;22,6;22,2;0,95;0,082
1203;47,5;27;0,1;16,87;0,893
1133;30,19;19,5;0,1;12,16;0,754
1133;30,19;19,5;0,7;10,25;0,623
1203;47,5;27;0,7;15,76;0,733
1133;30,19;19,5;1,3;9,61;0,473
1203;47,5;27;1,3;15,12;0,643
1203;47,5;27;2,5;14,77;0,597
1133;30,19;19,5;2,5;9,39;0,44
1203;47,5;27;3,7;14,48;0,492
1133;30,19;19,5;3,7;8,72;0,298
1133;30,19;19,5;4,9;8,09;0,212
1203;47,5;27;4,9;14,07;0,481
1133;30,19;19,5;6,1;7,7;0,191
1203;47,5;27;6,1;13,85;0,451
1203;47,5;27;7,3;13,21;0,337
1133;30,19;19,5;7,3;7,32;0,203
1133;30,19;19,5;8,5;6,91;0,234
1203;47,5;27;8,5;12,67;0,296
1133;30,19;19,5;9,7;6,3;0,164
1203;47,5;27;9,7;12,57;0,283
1203;47,5;27;10,9;11,71;0,282
1133;30,19;19,5;10,9;5,76;0,136
1133;30,19;19,5;12,1;5,25;0,125
1203;47,5;27;12,1;11,14;0,277
1133;30,19;19,5;13,3;4,77;0,147
1203;47,5;27;13,3;10,6;0,282
1203;47,5;27;14,5;10,03;0,273
1133;30,19;19,5;14,5;4,14;0,134
1203;47,5;27;15,7;9,77;0,261
1133;30,19;19,5;15,7;3,44;0,13
1133;30,19;19,5;16,9;2,93;0,145
1203;47,5;27;16,9;8,75;0,254
1203;47,5;27;18,1;8,12;0,254
1133;30,19;19,5;18,1;2,13;0,092
1133;30,19;19,5;19;0,67;0,038
1203;47,5;27;19,3;7,42;0,291
1203;47,5;27;20,5;6,78;0,231
1203;47,5;27;21,7;6,05;0,2
1203;47,5;27;22,9;5,09;0,202
1203;47,5;27;24,1;4,14;0,216
1203;47,5;27;25,3;2,96;0,166
1203;47,5;27;26,5;1,02;0,078
1134;26,52;17,25;0,1;11,14;0,95
1204;31,51;19,1;0,1;12,1;0,552
1204;31,51;19,1;0,7;10,35;0,462
1134;26,52;17,25;0,7;9,17;0,598
1134;26,52;17,25;1,3;8,44;0,488
1204;31,51;19,1;1,3;10,03;0,349
1204;31,51;19,1;2,5;9,61;0,271
1134;26,52;17,25;2,5;7,8;0,297
1204;31,51;19,1;3,7;9,29;0,244
1134;26,52;17,25;3,7;7,32;0,223
1134;26,52;17,25;4,9;6,94;0,198
1204;31,51;19,1;4,9;8,91;0,261
1204;31,51;19,1;6,1;8,56;0,244
1134;26,52;17,25;6,1;6,68;0,208
1134;26,52;17,25;7,3;6,18;0,203
1204;31,51;19,1;7,3;8,02;0,17
1204;31,51;19,1;8,5;7,51;0,168
1134;26,52;17,25;8,5;5,54;0,165
1134;26,52;17,25;9,7;5,16;0,139
1204;31,51;19,1;9,7;7,07;0,227
1134;26,52;17,25;10,9;4,84;0,146
1204;31,51;19,1;10,9;6,49;0,143
1204;31,51;19,1;12,1;5,89;0,129
1134;26,52;17,25;12,1;4,46;0,145
1204;31,51;19,1;13,3;5,47;0,122
1134;26,52;17,25;13,3;3,44;0,126
1204;31,51;19,1;14,5;4,84;0,13
1134;26,52;17,25;14,5;2,77;0,165
1204;31,51;19,1;15,7;4,11;0,155
1134;26,52;17,25;15,7;2,2;0,126
1134;26,52;17,25;16,5;0,73;0,046
1204;31,51;19,1;16,9;3,57;0,126
1204;31,51;19,1;18,1;2,23;0,09
1204;31,51;19,1;18,7;1,05;0,062
1206;19,51;15;0,1;8,31;0,344
1206;19,51;15;0,7;6,68;0,261
1206;19,51;15;1,3;6,21;0,187
1206;19,51;15;2,5;6,08;0,154
1206;19,51;15;3,7;5,57;0,115
1206;19,51;15;4,9;5,16;0,123
1206;19,51;15;6,1;4,84;0,144
1206;19,51;15;7,3;4,62;0,102
1206;19,51;15;8,5;4,14;0,115
1206;19,51;15;9,7;3,57;0,105
1206;19,51;15;10,9;3,18;0,093
1206;19,51;15;12,1;2,64;0,08
1206;19,51;15;13,3;1,91;0,089
1206;19,51;15;14,38;0,92;0,06
1138;63,21;29,45;0,1;22,85;1,244
1138;63,21;29,45;0,7;20,56;0,928
1138;63,21;29,45;1,3;20,12;0,93
1138;63,21;29,45;2,5;19,45;0,792
1138;63,21;29,45;3,7;19,26;0,727
1138;63,21;29,45;4,9;18,75;0,671
1138;63,21;29,45;6,1;18,21;0,645
1138;63,21;29,45;7,3;17,83;0,742
1138;63,21;29,45;8,5;17,57;0,614
1138;63,21;29,45;9,7;16,58;0,461
1138;63,21;29,45;10,9;16,23;0,354
1138;63,21;29,45;12,1;16,07;0,393
1138;63,21;29,45;13,3;14,64;0,365
1138;63,21;29,45;14,5;14,23;0,325
1138;63,21;29,45;15,7;13,46;0,339
1138;63,21;29,45;16,9;13,05;0,352
1138;63,21;29,45;18,1;12,03;0,334
1138;63,21;29,45;19,3;11,43;0,315
1138;63,21;29,45;20,5;10,41;0,305
1138;63,21;29,45;21,7;9,87;0,307
1138;63,21;29,45;22,9;8,02;0,244
1138;63,21;29,45;24,1;7,77;0,235
1138;63,21;29,45;25,3;6,33;0,222
1138;63,21;29,45;26,5;4,2;0,19
1138;63,21;29,45;27,7;2,58;0,133
1138;63,21;29,45;28,9;0,7;0,072
1139;38,61;25;0,1;14,83;0,848
1139;38,61;25;0,7;12,83;0,635
1139;38,61;25;1,3;12,29;0,55
1139;38,61;25;2,5;11,97;0,469
1139;38,61;25;3,7;11,62;0,328
1139;38,61;25;4,9;11,17;0,455
1139;38,61;25;6,1;11,01;0,332
1139;38,61;25;7,3;10,7;0,365
1139;38,61;25;8,5;10,35;0,311
1139;38,61;25;9,7;10,03;0,275
1139;38,61;25;10,9;9,33;0,29
1139;38,61;25;12,1;8,75;0,255
1139;38,61;25;13,3;8,47;0,228
1139;38,61;25;14,5;8,05;0,22
1139;38,61;25;15,7;7,29;0,221
1139;38,61;25;16,9;6,72;0,174
1139;38,61;25;18,1;6,18;0,174
1139;38,61;25;19,3;5,44;0,169
1139;38,61;25;20,5;4,74;0,173
1139;38,61;25;21,7;4,01;0,18
1139;38,61;25;22,9;2,71;0,135
1139;38,61;25;24,1;1,15;0,103
1210;56,01;31,63;0,1;20,69;0,92
1210;56,01;31,63;0,7;18,56;0,715
1210;56,01;31,63;1,3;17,83;0,683
1210;56,01;31,63;2,5;17;0,666
1210;56,01;31,63;3,7;16,39;0,271
1210;56,01;31,63;4,9;15,92;0,488
1210;56,01;31,63;6,1;15,72;0,558
1210;56,01;31,63;7,3;15,34;0,452
1210;56,01;31,63;8,5;15,12;0,393
1210;56,01;31,63;9,7;14,96;0,368
1210;56,01;31,63;10,9;14,61;0,404
1210;56,01;31,63;12,1;14,42;0,361
1210;56,01;31,63;13,3;14,07;0,331
1210;56,01;31,63;14,5;13,21;0,33
1210;56,01;31,63;15,7;12,51;0,34
1210;56,01;31,63;16,9;11,94;0,338
1210;56,01;31,63;18,1;11,62;0,329
1210;56,01;31,63;19,3;10,79;0,316
1210;56,01;31,63;20,5;10,22;0,352
1210;56,01;31,63;21,7;9,68;0,301
1210;56,01;31,63;22,9;9,01;0,288
1210;56,01;31,63;24,1;8,28;0,29
1210;56,01;31,63;25,3;7,86;0,301
1210;56,01;31,63;26,5;6,37;0,286
1210;56,01;31,63;27,7;5,32;0,186
1210;56,01;31,63;28,9;4,3;0,149
1210;56,01;31,63;30,1;2,45;0,125
1210;56,01;31,63;31;0,86;0,066
1141;35,5;19,1;0,1;13,18;0,765
1141;35,5;19,1;0,7;11,78;0,791
1141;35,5;19,1;1,3;11,3;0,697
1141;35,5;19,1;2,5;11,08;0,462
1141;35,5;19,1;3,7;10,35;0,382
1141;35,5;19,1;4,9;9,55;0,278
1141;35,5;19,1;6,1;9,29;0,329
1141;35,5;19,1;7,3;8,69;0,226
1141;35,5;19,1;8,5;8,34;0,355
1141;35,5;19,1;9,7;7,7;0,233
1141;35,5;19,1;10,9;7;0,21
1141;35,5;19,1;12,1;6,46;0,211
1141;35,5;19,1;13,3;5,89;0,191
1141;35,5;19,1;14,5;5,38;0,207
1141;35,5;19,1;15,7;4,87;0,204
1141;35,5;19,1;16,9;3,18;0,2
1141;35,5;19,1;18,1;1,62;0,149
1141;35,5;19,1;18,42;0,95;0,054
1212;48;26,69;0,1;17,19;0,966
1212;48;26,69;0,7;15,66;0,899
1212;48;26,69;1,3;15,28;0,745
1212;48;26,69;2,5;15,12;0,67
1212;48;26,69;3,7;14,93;0,637
1212;48;26,69;4,9;14,64;0,43
1212;48;26,69;6,1;14,39;0,445
1212;48;26,69;7,3;13,53;0,476
1212;48;26,69;8,5;13,37;0,38
1212;48;26,69;9,7;12,92;0,415
1212;48;26,69;10,9;12,51;0,405
1212;48;26,69;12,1;11,84;0,372
1212;48;26,69;13,3;11,3;0,369
1212;48;26,69;14,5;10,44;0,316
1212;48;26,69;15,7;9,87;0,355
1212;48;26,69;16,9;9,61;0,404
1212;48;26,69;18,1;8,59;0,255
1212;48;26,69;19,3;7,8;0,283
1212;48;26,69;20,5;7,19;0,261
1212;48;26,69;21,7;6,11;0,239
1212;48;26,69;22,9;5,79;0,34
1212;48;26,69;24,1;4,2;0,259
1212;48;26,69;25,3;1,97;0,126
1212;48;26,69;26;0,95;0,072
1143;63,99;29,35;0,1;22,73;1,152
1213;50,99;23,34;0,1;19,1;1,086
1213;50,99;23,34;0,7;16,55;0,842
1143;63,99;29,35;0,7;20,69;1,041
1143;63,99;29,35;1,3;20,37;1,01
1213;50,99;23,34;1,3;16,23;0,776
1213;50,99;23,34;2,5;15,09;0,61
1143;63,99;29,35;2,5;19,61;0,869
1143;63,99;29,35;3,7;19,26;0,863
1213;50,99;23,34;3,7;14,55;0,609
1143;63,99;29,35;4,9;19,1;0,704
1213;50,99;23,34;4,9;14,16;0,425
1143;63,99;29,35;6,1;18,4;0,675
1213;50,99;23,34;6,1;13,11;0,396
1143;63,99;29,35;7,3;18,08;0,713
1213;50,99;23,34;7,3;12,89;0,437
1213;50,99;23,34;8,5;12,48;0,315
1143;63,99;29,35;8,5;17,09;0,541
1143;63,99;29,35;9,7;16,65;0,45
1213;50,99;23,34;9,7;11,68;0,304
1213;50,99;23,34;10,9;11,27;0,292
1143;63,99;29,35;10,9;15,88;0,481
1143;63,99;29,35;12,1;15,69;0,465
1213;50,99;23,34;12,1;10,41;0,298
1143;63,99;29,35;13,3;14,96;0,473
1213;50,99;23,34;13,3;9,74;0,3
1143;63,99;29,35;14,5;14,2;0,422
1213;50,99;23,34;14,5;9,2;0,307
1143;63,99;29,35;15,7;13,69;0,418
1213;50,99;23,34;15,7;8,5;0,283
1213;50,99;23,34;16,9;7,7;0,284
1143;63,99;29,35;16,9;12,89;0,425
1143;63,99;29,35;18,1;12,03;0,378
1213;50,99;23,34;18,1;6,88;0,302
1213;50,99;23,34;19,3;6,21;0,302
1143;63,99;29,35;19,3;11,43;0,364
1213;50,99;23,34;20,5;5,09;0,228
1143;63,99;29,35;20,5;10,35;0,359
1143;63,99;29,35;21,7;9,61;0,328
1213;50,99;23,34;21,7;2,99;0,152
1143;63,99;29,35;22,9;8,66;0,334
1213;50,99;23,34;22,9;0,95;0,072
1143;63,99;29,35;24,1;7,54;0,33
1143;63,99;29,35;25,3;6,43;0,315
1143;63,99;29,35;26,5;4,04;0,305
1143;63,99;29,35;27,7;2,64;0,175
1143;63,99;29,35;28,7;0,95;0,08
1144;65;30,1;0,1;23,94;1,278
1144;65;30,1;0,7;21,55;1,063
1144;65;30,1;1,3;20,69;0,983
1144;65;30,1;2,5;20,05;0,904
1144;65;30,1;3,7;19,74;0,846
1144;65;30,1;4,9;19,29;0,808
1144;65;30,1;6,1;18,68;0,809
1144;65;30,1;7,3;18,4;0,66
1144;65;30,1;8,5;18,14;0,616
1144;65;30,1;9,7;17,51;0,555
1144;65;30,1;10,9;16,55;0,485
1144;65;30,1;12,1;16,14;0,469
1144;65;30,1;13,3;15,47;0,48
1144;65;30,1;14,5;14,96;0,447
1144;65;30,1;15,7;14,16;0,465
1144;65;30,1;16,9;13,31;0,405
1144;65;30,1;18,1;12,57;0,34
1144;65;30,1;19,3;11,75;0,383
1144;65;30,1;20,5;10,92;0,377
1144;65;30,1;21,7;10,12;0,383
1144;65;30,1;22,9;9,2;0,343
1144;65;30,1;24,1;7,96;0,255
1144;65;30,1;25,3;6,72;0,32
1144;65;30,1;26,5;5,41;0,285
1144;65;30,1;27,7;4,07;0,18
1144;65;30,1;28,9;1,88;0,125
1144;65;30,1;29,5;0,99;0,09
1215;43,01;22,97;0,1;15,25;0,856
1215;43,01;22,97;0,7;14,16;0,598
1215;43,01;22,97;1,3;13,69;0,449
1215;43,01;22,97;2,5;13,27;0,434
1215;43,01;22,97;3,7;12,8;0,382
1215;43,01;22,97;4,9;12,67;0,33
1215;43,01;22,97;6,1;11,87;0,268
1215;43,01;22,97;7,3;11,46;0,303
1215;43,01;22,97;8,5;11,24;0,307
1215;43,01;22,97;9,7;10,44;0,267
1215;43,01;22,97;10,9;9,87;0,293
1215;43,01;22,97;12,1;9,39;0,276
1215;43,01;22,97;13,3;8,91;0,263
1215;43,01;22,97;14,5;8,18;0,277
1215;43,01;22,97;15,7;7,48;0,28
1215;43,01;22,97;16,9;7,07;0,266
1215;43,01;22,97;18,1;6,11;0,215
1215;43,01;22,97;19,3;5,16;0,192
1215;43,01;22,97;20,5;4,23;0,182
1215;43,01;22,97;21,7;2,39;0,098
1215;43,01;22,97;22,34;1,08;0,074
1146;43,39;25,8;0,1;16,58;0,95
1146;43,39;25,8;0,7;14,64;0,781
1146;43,39;25,8;1,3;13,81;0,582
1146;43,39;25,8;2,5;13,11;0,513
1146;43,39;25,8;3,7;12,57;0,388
1146;43,39;25,8;4,9;12,41;0,385
1146;43,39;25,8;6,1;12,25;0,395
1146;43,39;25,8;7,3;11,75;0,329
1146;43,39;25,8;8,5;11,33;0,322
1146;43,39;25,8;9,7;10,82;0,267
1146;43,39;25,8;10,9;10,38;0,25
1146;43,39;25,8;12,1;10,06;0,252
1146;43,39;25,8;13,3;9,77;0,265
1146;43,39;25,8;14,5;8,82;0,226
1146;43,39;25,8;15,7;8,15;0,21
1146;43,39;25,8;16,9;7,8;0,194
1146;43,39;25,8;18,1;7,29;0,226
1146;43,39;25,8;19,3;6,53;0,22
1146;43,39;25,8;20,5;5,73;0,182
1146;43,39;25,8;21,7;5;0,187
1146;43,39;25,8;22,9;4,07;0,157
1146;43,39;25,8;24,1;2,51;0,17
1146;43,39;25,8;25,3;0,67;0,076
1218;63,99;29,32;0,1;22,92;1,016
1218;63,99;29,32;0,7;20,94;0,905
1218;63,99;29,32;1,3;20,37;0,784
1218;63,99;29,32;2,5;19,42;0,724
1218;63,99;29,32;3,7;18,75;0,711
1218;63,99;29,32;4,9;18,46;0,621
1218;63,99;29,32;6,1;18,24;0,617
1218;63,99;29,32;7,3;17,92;0,602
1218;63,99;29,32;8,5;17,06;0,483
1218;63,99;29,32;9,7;16,68;0,618
1218;63,99;29,32;10,9;16,39;0,64
1218;63,99;29,32;12,1;16,01;0,377
1218;63,99;29,32;13,3;15,02;0,451
1218;63,99;29,32;14,5;14,01;0,46
1218;63,99;29,32;15,7;13,21;0,377
1218;63,99;29,32;16,9;12,61;0,368
1218;63,99;29,32;18,1;12,38;0,433
1218;63,99;29,32;19,3;10,95;0,354
1218;63,99;29,32;20,5;10,12;0,329
1218;63,99;29,32;21,7;9,26;0,353
1218;63,99;29,32;22,9;8,44;0,365
1218;63,99;29,32;24,1;7,13;0,317
1218;63,99;29,32;25,3;5,63;0,301
1218;63,99;29,32;26,5;4,49;0,278
1218;63,99;29,32;27,7;2,55;0,159
1218;63,99;29,32;28,9;0,89;0,071
1219;66;30,74;0,1;23,24;1,21
1219;66;30,74;0,7;21,96;1,032
1219;66;30,74;1,3;21,01;0,805
1219;66;30,74;2,5;20,21;0,739
1219;66;30,74;3,7;19,74;0,638
1219;66;30,74;4,9;19,1;0,686
1219;66;30,74;6,1;18,81;0,696
1219;66;30,74;7,3;18,62;0,666
1219;66;30,74;8,5;17,92;0,672
1219;66;30,74;9,7;17,25;0,636
1219;66;30,74;10,9;17,13;0,63
1219;66;30,74;12,1;15,92;0,497
1219;66;30,74;13,3;15,63;0,449
1219;66;30,74;14,5;14,96;0,452
1219;66;30,74;15,7;14,51;0,458
1219;66;30,74;16,9;13,91;0,372
1219;66;30,74;18,1;13,37;0,464
1219;66;30,74;19,3;12,67;0,467
1219;66;30,74;20,5;11,05;0,457
1219;66;30,74;21,7;10,5;0,437
1219;66;30,74;22,9;9,45;0,41
1219;66;30,74;24,1;8,59;0,399
1219;66;30,74;25,3;7,48;0,364
1219;66;30,74;26,5;6,49;0,378
1219;66;30,74;27,7;4,62;0,296
1219;66;30,74;28,9;3,06;0,187
1219;66;30,74;30,1;1,11;0,068
1220;23,18;12,83;0,1;9,17;0,322
1220;23,18;12,83;0,7;7,7;0,236
1220;23,18;12,83;1,3;7,38;0,167
1220;23,18;12,83;2,5;7;0,157
1220;23,18;12,83;3,7;6,65;0,15
1220;23,18;12,83;4,9;6,05;0,16
1220;23,18;12,83;6,1;5,54;0,165
1220;23,18;12,83;7,3;5,06;0,133
1220;23,18;12,83;8,5;4,33;0,131
1220;23,18;12,83;9,7;3,57;0,116
1220;23,18;12,83;10,9;2,83;0,139
1220;23,18;12,83;12,1;1,21;0,071
1221;27,99;19,92;0,1;11,4;0,313
1221;27,99;19,92;0,7;9,39;0,269
1221;27,99;19,92;1,3;8,91;0,273
1221;27,99;19,92;2,5;8,53;0,217
1221;27,99;19,92;3,7;8,24;0,267
1221;27,99;19,92;4,9;7,86;0,214
1221;27,99;19,92;6,1;7,48;0,179
1221;27,99;19,92;7,3;7,23;0,18
1221;27,99;19,92;8,5;6,81;0,157
1221;27,99;19,92;9,7;6,4;0,16
1221;27,99;19,92;10,9;5,73;0,128
1221;27,99;19,92;12,1;5,47;0,185
1221;27,99;19,92;13,3;4,68;0,177
1221;27,99;19,92;14,5;4,27;0,154
1221;27,99;19,92;15,7;3,69;0,143
1221;27,99;19,92;16,9;3,15;0,112
1221;27,99;19,92;18,1;1,91;0,093
1221;27,99;19,92;18,6;1,05;0,051
1225;20,99;11,4;0,1;9,14;0,601
1225;20,99;11,4;0,7;7,16;0,335
1225;20,99;11,4;1,3;6,68;0,259
1225;20,99;11,4;2,5;6,11;0,209
1225;20,99;11,4;3,7;5,63;0,194
1225;20,99;11,4;4,9;5,09;0,154
1225;20,99;11,4;6,1;4,36;0,172
1225;20,99;11,4;7,3;3,88;0,164
1225;20,99;11,4;8,5;3,41;0,099
1225;20,99;11,4;9,7;2,39;0,114
1225;20,99;11,4;10,8;1,05;0,059
1226;18,79;9,73;0,1;7,93;0,539
1226;18,79;9,73;0,7;6,37;0,266
1226;18,79;9,73;1,3;5,98;0,228
1226;18,79;9,73;2,5;5,44;0,225
1226;18,79;9,73;3,7;4,84;0,16
1226;18,79;9,73;4,9;4,42;0,144
1226;18,79;9,73;6,1;3,88;0,174
1226;18,79;9,73;7,3;2,93;0,158
1226;18,79;9,73;8,5;1,62;0,082
1226;18,79;9,73;9,3;1,05;0,052
1227;56,99;28,17;0,1;21,33;1,2
1227;56,99;28,17;0,7;18,97;0,548
1227;56,99;28,17;1,3;18,14;0,909
1227;56,99;28,17;2,5;17,83;0,979
1227;56,99;28,17;3,7;17,19;0,613
1227;56,99;28,17;4,9;16,87;0,572
1227;56,99;28,17;6,1;16,46;0,633
1227;56,99;28,17;7,3;15,88;0,541
1227;56,99;28,17;8,5;15,25;0,449
1227;56,99;28,17;9,7;14,96;0,499
1227;56,99;28,17;10,9;14,13;0,425
1227;56,99;28,17;12,1;13,15;0,409
1227;56,99;28,17;13,3;12,16;0,417
1227;56,99;28,17;14,5;12,06;0,408
1227;56,99;28,17;15,7;10,89;0,387
1227;56,99;28,17;16,9;10,5;0,389
1227;56,99;28,17;18,1;9,61;0,414
1227;56,99;28,17;19,3;8,98;0,4
1227;56,99;28,17;20,5;8,24;0,394
1227;56,99;28,17;21,7;7,07;0,39
1227;56,99;28,17;22,9;6,02;0,398
1227;56,99;28,17;24,1;4,97;0,356
1227;56,99;28,17;25,3;4,39;0,208
1227;56,99;28,17;26,5;2,86;0,171
1227;56,99;28,17;27,67;1,02;0,09
1228;65;30,3;0,1;23,87;1,227
1228;65;30,3;0,7;21,71;1,099
1228;65;30,3;1,3;20,69;0,775
1228;65;30,3;2,5;20,15;0,862
1228;65;30,3;3,7;19,35;0,726
1228;65;30,3;4,9;19,1;0,729
1228;65;30,3;6,1;18,88;0,658
1228;65;30,3;7,3;18,14;0,643
1228;65;30,3;8,5;17,73;0,699
1228;65;30,3;9,7;17,6;0,496
1228;65;30,3;10,9;16,52;0,537
1228;65;30,3;12,1;16,04;0,465
1228;65;30,3;13,3;15,6;0,445
1228;65;30,3;14,5;14,55;0,445
1228;65;30,3;15,7;13,46;0,434
1228;65;30,3;16,9;13,21;0,385
1228;65;30,3;18,1;13,02;0,416
1228;65;30,3;19,3;11,97;0,371
1228;65;30,3;20,5;11,05;0,386
1228;65;30,3;21,7;10,31;0,367
1228;65;30,3;22,9;9,42;0,382
1228;65;30,3;24,1;8,05;0,398
1228;65;30,3;25,3;7,48;0,405
1228;65;30,3;26,5;5,73;0,247
1228;65;30,3;27,7;4,01;0,145
1228;65;30,3;28,9;2,23;0,117
1228;65;30,3;29,7;1,11;0,093
1230;54,51;28,59;0,1;20,37;1,012
1230;54,51;28,59;0,7;18,4;0,802
1230;54,51;28,59;1,3;17,35;0,766
1230;54,51;28,59;2,5;17;0,707
1230;54,51;28,59;3,7;16,71;0,644
1230;54,51;28,59;4,9;16,42;0,623
1230;54,51;28,59;6,1;16,23;0,546
1230;54,51;28,59;7,3;15,28;0,589
1230;54,51;28,59;8,5;14,96;0,529
1230;54,51;28,59;9,7;14,32;0,462
1230;54,51;28,59;10,9;14,01;0,405
1230;54,51;28,59;12,1;12,96;0,437
1230;54,51;28,59;13,3;12,1;0,358
1230;54,51;28,59;14,5;11,71;0,356
1230;54,51;28,59;15,7;11,14;0,4
1230;54,51;28,59;16,9;10,35;0,327
1230;54,51;28,59;18,1;9,36;0,318
1230;54,51;28,59;19,3;8,5;0,335
1230;54,51;28,59;20,5;7,86;0,296
1230;54,51;28,59;21,7;7,13;0,338
1230;54,51;28,59;22,9;6,05;0,309
1230;54,51;28,59;24,1;4,84;0,294
1230;54,51;28,59;25,3;3,5;0,224
1230;54,51;28,59;26,5;2,29;0,186
1230;54,51;28,59;27,7;1,27;0,085
1231;67,01;28,52;0,1;24,51;1,115
1231;67,01;28,52;0,7;21,96;0,982
1231;67,01;28,52;1,3;21,33;0,938
1231;67,01;28,52;2,5;19,89;0,818
1231;67,01;28,52;3,7;19,61;0,877
1231;67,01;28,52;4,9;19,26;0,889
1231;67,01;28,52;6,1;19,1;0,955
1231;67,01;28,52;7,3;18,78;0,81
1231;67,01;28,52;8,5;17,83;0,726
1231;67,01;28,52;9,7;17,28;0,575
1231;67,01;28,52;10,9;16,62;0,529
1231;67,01;28,52;12,1;15,85;0,454
1231;67,01;28,52;13,3;15,44;0,477
1231;67,01;28,52;14,5;14,23;0,448
1231;67,01;28,52;15,7;13,11;0,421
1231;67,01;28,52;16,9;12,48;0,41
1231;67,01;28,52;18,1;11,71;0,447
1231;67,01;28,52;19,3;10,95;0,485
1231;67,01;28,52;20,5;10,19;0,393
1231;67,01;28,52;21,7;8,88;0,393
1231;67,01;28,52;22,9;7,7;0,349
1231;67,01;28,52;24,1;7,16;0,344
1231;67,01;28,52;25,3;5,41;0,332
1231;67,01;28,52;26,5;3,66;0,239
1231;67,01;28,52;27,7;1,69;0,126
1231;67,01;28,52;28,1;0,95;0,077
1232;33,3;19,5;0,1;13,05;0,848
1232;33,3;19,5;0,7;11,24;0,418
1232;33,3;19,5;1,3;10,6;0,377
1232;33,3;19,5;2,5;10,28;0,427
1232;33,3;19,5;3,7;9,68;0,327
1232;33,3;19,5;4,9;9,23;0,284
1232;33,3;19,5;6,1;8,91;0,357
1232;33,3;19,5;7,3;8,24;0,235
1232;33,3;19,5;8,5;7,67;0,232
1232;33,3;19,5;9,7;7,42;0,245
1232;33,3;19,5;10,9;6,59;0,277
1232;33,3;19,5;12,1;6,37;0,221
1232;33,3;19,5;13,3;5,41;0,21
1232;33,3;19,5;14,5;4,84;0,209
1232;33,3;19,5;15,7;4,14;0,2
1232;33,3;19,5;16,9;3,34;0,177
1232;33,3;19,5;18,1;2,55;0,157
1232;33,3;19,5;19,1;1,11;0,099
1235;57,99;30,93;0,1;21,42;0,925
1235;57,99;30,93;0,7;19,1;0,782
1235;57,99;30,93;1,3;18,46;0,695
1235;57,99;30,93;2,5;18,21;0,634
1235;57,99;30,93;3,7;17,51;0,556
1235;57,99;30,93;4,9;17,09;0,565
1235;57,99;30,93;6,1;16,97;0,592
1235;57,99;30,93;7,3;16,81;0,508
1235;57,99;30,93;8,5;16,55;0,659
1235;57,99;30,93;9,7;15,6;0,383
1235;57,99;30,93;10,9;14,96;0,343
1235;57,99;30,93;12,1;14,45;0,343
1235;57,99;30,93;13,3;13,91;0,38
1235;57,99;30,93;14,5;13,56;0,35
1235;57,99;30,93;15,7;12,89;0,373
1235;57,99;30,93;16,9;12,51;0,372
1235;57,99;30,93;18,1;11,78;0,324
1235;57,99;30,93;19,3;11,14;0,352
1235;57,99;30,93;20,5;10,09;0,337
1235;57,99;30,93;21,7;9,49;0,386
1235;57,99;30,93;22,9;8,91;0,324
1235;57,99;30,93;24,1;8,59;0,31
1235;57,99;30,93;25,3;7,48;0,284
1235;57,99;30,93;26,5;6,68;0,294
1235;57,99;30,93;27,7;5,16;0,311
1235;57,99;30,93;28,9;3,66;0,238
1235;57,99;30,93;30,1;1,75;0,128
1235;57,99;30,93;30,45;1,05;0,078
1236;41;25,34;0,1;14,8;0,782
1236;41;25,34;0,7;13,75;0,622
1236;41;25,34;1,3;13,05;0,528
1236;41;25,34;2,5;12,45;0,493
1236;41;25,34;3,7;12,1;0,498
1236;41;25,34;4,9;11,84;0,43
1236;41;25,34;6,1;11,52;0,486
1236;41;25,34;7,3;10,98;0,434
